Q6284677,Category:Ships of Star Trek named Enterprise,Q4167836,Wikimedia category
Q6414725,Kir'Shara,Q1983062,episode
Q6598238,List of Star Trek composers and music,Q13406463,Wikimedia list article
Q6598243,List of Star Trek planets,Q13406463,Wikimedia list article
Q6598246,List of Star Trek reference books,Q13406463,Wikimedia list article
Q6725235,Macrocosm,Q1983062,episode
Q6746424,Man of the People,Q1983062,episode
Q6812079,Meld,Q1983062,episode
Q6926483,Move Along Home,Q1983062,episode
Q6931590,Mudd's Passion,Q1983062,episode
Q6991120,Nemesis,Q1983062,episode
Q7092425,One,Q1983062,episode
Q7093205,One Small Step,Q1983062,episode
Q7134227,Paradise,Q1983062,episode
Q7140870,Parturition,Q1983062,episode
Q7162099,Pen Pals,Q1983062,episode
Q7236386,Power Play,Q1983062,episode
Q7242454,Prey,Q1983062,episode
Q7243252,Prime Directive,Q571,book
Q7243264,Prime Factors,Q1983062,episode
Q7248297,Profit and Lace,Q1983062,episode
Q7252175,Prototype,Q1983062,episode
Q7311642,Remember,Q1983062,episode
Q7311668,Remember Me,Q1983062,episode
Q7314269,Repression,Q1983062,episode
Q7315597,Resistance,Q571,book
Q7397363,Sacrifice of Angels,Q1983062,episode
Q7415701,Sanctuary,Q1983062,episode
Q7417586,Rura Penthe,Q4167410,Wikimedia disambiguation page
Q7423845,Sarek,Q1983062,episode
Q7460439,Shadow,Q571,book
Q7460758,Shadowplay,Q1983062,episode
Q7466478,Category:Star Trek organizations,Q4167836,Wikimedia category
Q7468618,Category:Star Trek politics,Q4167836,Wikimedia category
Q7499937,Shockwave,Q571,book
Q7525019,Sins of the Father,Q1983062,episode
Q7557432,Soldiers of the Empire,Q1983062,episode
Q7562328,Sons of Mogh,Q1983062,episode
Q7600953,Star Trek: 25th Anniversary,Q7889,video game
Q7600954,Star Trek: 25th Anniversary,Q4167410,Wikimedia disambiguation page
Q7600956,Star Trek: Away Team,Q7889,video game
Q7600973,Star Trek: Early Voyages,Q3297186,limited series
Q7600989,Star Trek: Phoenix,Q11424,film
Q7601000,Star Trek: Tactical Assault,Q7889,video game
Q7601013,Star Trek: The Next Generation/Doctor Who: Assimilation2,Q3297186,limited series
Q7601014,Star Trek: The Next Generation: A World For All Seasons,Q7889,video game
Q7601016,Star Trek: The Next Generation,Q653928,pinball
Q7601020,Star Trek: The Next Generation Technical Manual,Q571,book
Q7601027,Star Trek: Voyager – The Arcade Game,Q7889,video game
Q7601040,Star Trek Generations,Q7889,video game
Q7601043,Star Trek Magazine,Q41298,magazine
Q7601050,Star Trek crossovers,,
Q7602415,Starship Down,Q1983062,episode
Q7603745,State of Flux,Q1983062,episode
Q7604375,Statistical Probabilities,Q1983062,episode
Q7630674,Sub Rosa,Q1983062,episode
Q7647331,Survivors,Q571,book
Q7649264,Suspicions,Q1983062,episode
Q7677716,Take Me Out to the Holosuite,Q1983062,episode
Q7703141,Terra Prime,Q1983062,episode
Q7711875,The 37's,Q1983062,episode
Q7712075,The Abandoned,Q1983062,episode
Q7714639,The Ascent,Q1983062,episode
Q7714714,The Assignment,Q1983062,episode
Q7725047,Category:Novels based on Star Trek,Q4167836,Wikimedia category
Q7725049,Category:Star Trek species,Q4167836,Wikimedia category
Q7725050,Category:Star Trek devices,Q4167836,Wikimedia category
Q7726666,The Collaborator,Q1983062,episode
Q7727741,The Council,Q1983062,episode
Q7730324,The Disease,Q1983062,episode
Q7735700,The Game,Q1983062,episode
Q7739598,The High Ground,Q1983062,episode
Q7741062,The Hunted,Q1983062,episode
Q7750621,The Masterpiece Society,Q1983062,episode
Q7751507,The Mind's Eye,Q1983062,episode
Q7752695,The Muse,Q1983062,episode
Q7755633,The Outcast,Q1983062,episode
Q7757264,The Pirates of Orion,Q1983062,episode
Q7758878,The Quality of Life,Q1983062,episode
Q7766287,The Star Trek Encyclopedia,Q571,book
Q7767762,The Sword of Kahless,Q1983062,episode
Q7772167,The Vengeance Factor,Q1983062,episode
Q7775217,The Wire,Q1983062,episode
Q7798098,Threshold,Q1983062,episode
Q7806584,Timescape,Q1983062,episode
Q7808311,"Tinker, Tenor, Doctor, Spy",Q1983062,episode
Q7850228,Tsunkatse,Q1983062,episode
Q7857147,Tuvix,Q1983062,episode
Q7888407,Demora Sulu,Q95074,fictional character
Q7935331,Vis à Vis,Q1983062,episode
Q7961167,Waking Moments,Q1983062,episode
Q8303511,Category:Board games based on Star Trek,Q4167836,Wikimedia category
Q8304716,Template:Star Trek: The Original Series,Q11266439,Wikimedia template
Q8305334,Template:Star Trek: The Animated Series,Q11266439,Wikimedia template
Q8305426,Category:Book-Class Star Trek articles,Q4167836,Wikimedia category
Q8435632,Category:FA-Class Star Trek articles,Q4167836,Wikimedia category
Q8440793,Category:FL-Class Star Trek articles,Q4167836,Wikimedia category
Q8443195,Category:Fan films based on Star Trek,Q4167836,Wikimedia category
Q8450545,Category:File-Class Star Trek articles,Q4167836,Wikimedia category
Q8452267,Category:Films based on Star Trek,Q4167836,Wikimedia category
Q8478390,Category:GA-Class Star Trek articles,Q4167836,Wikimedia category
Q8480484,Category:Games based on Star Trek,Q4167836,Wikimedia category
Q8563741,Flesh and Blood,Q1983062,episode
Q8593997,Category:List-Class Star Trek articles,Q4167836,Wikimedia category
Q8635091,Category:Mirror Universe (Star Trek) episodes,Q4167836,Wikimedia category
Q8672898,Category:Role-playing games based on Star Trek,Q4167836,Wikimedia category
Q8687017,Category:Novels based on Star Trek: Deep Space Nine,Q4167836,Wikimedia category
Q8687021,Category:Novels based on Star Trek: The Next Generation,Q4167836,Wikimedia category
Q8810440,Category:Star Trek: Deep Space Nine episodes,Q4167836,Wikimedia category
Q8810471,Category:Star Trek: The Original Series episodes,Q4167836,Wikimedia category
Q8810475,Category:Star Trek: Voyager,Q4167836,Wikimedia category
Q8810481,Category:Star Trek (film franchise) characters,Q4167836,Wikimedia category
Q8810488,Category:Star Trek articles needing images,Q4167836,Wikimedia category
Q8810492,Category:Star Trek book covers,Q4167836,Wikimedia category
Q8810510,Category:Star Trek lists,Q4167836,Wikimedia category
Q8810521,Category:Star Trek portal,Q4167836,Wikimedia category
Q8810522,Category:Star Trek ranks and insignia,Q4167836,Wikimedia category
Q8812895,Category:Start-Class Star Trek articles,Q4167836,Wikimedia category
Q8841174,Category:Template-Class Star Trek articles,Q4167836,Wikimedia category
Q8887608,Category:Unofficial works based on Star Trek,Q4167836,Wikimedia category
Q8945714,Category:Wikipedians who like Star Trek: Enterprise,Q4167836,Wikimedia category
Q8945717,Category:Wikipedians who like Star Trek: The Next Generation,Q4167836,Wikimedia category
Q9027429,,Q4167836,Wikimedia category
Q9108122,Tuvok,Q95074,fictional character
Q9208063,,Q4167836,Wikimedia category
Q9258465,,Q4167836,Wikimedia category
Q9297832,Star Trek uniforms,,
Q9924080,,Q4167836,Wikimedia category
Q9924085,,Q4167836,Wikimedia category
Q10020227,Category:Star Trek space machines,Q4167836,Wikimedia category
Q11863377,The House of Quark,Q1983062,episode
Q12031611,The Circle,Q1983062,episode
Q12041709,The Homecoming,Q1983062,episode
Q13115914,Investigations,Q1983062,episode
Q13272646,Category:Novels based on the Mirror Universe (Star Trek),Q4167836,Wikimedia category
Q13301703,Category:Video games based on Star Trek: Voyager,Q4167836,Wikimedia category
Q13403516,Virtuoso,Q1983062,episode
Q13517534,,Q4167836,Wikimedia category
Q13517568,,Q4167836,Wikimedia category
Q13639300,Jetrel,Q1983062,episode
Q14045941,Brothers,Q1983062,episode
Q14411048,Template:Star Trek DS9 S7,Q11266439,Wikimedia template
Q14411049,Template:Star Trek TNG S2,Q11266439,Wikimedia template
Q14411050,Template:Star Trek TNG S3,Q11266439,Wikimedia template
Q14411055,Template:Star Trek TNG S7,Q11266439,Wikimedia template
Q14411674,Template:Star Trek TOS S2,Q11266439,Wikimedia template
Q14905899,,Q95074,fictional character
Q14906556,,Q95074,fictional character
Q14907225,,Q95074,fictional character
Q15080117,Template:Star Trek Q stories,Q11266439,Wikimedia template
Q15116675,Template:Star Trek reboot series,Q11266439,Wikimedia template
Q15129621,Category:Video games based on Star Trek: Deep Space Nine,Q4167836,Wikimedia category
Q15256857,Category:FM-Class Star Trek articles,Q4167836,Wikimedia category
Q15876107,,Q15632617,fictional human
Q15882750,,Q1983062,episode
Q16385914,Harbinger,Q571,book
Q16743891,"I, Borg",Q1983062,episode
Q16744047,Half a Life,Q1983062,episode
Q16744174,His Way,Q1983062,episode
Q16744191,Natural Law,Q1983062,episode
Q16953491,The 34th Rule,Q571,book
Q17655641,Press conference to be held Thursday on new 'Star Trek 11' movie,Q17633526,Wikinews article
Q17657705,Harlan Ellison sues CBS-Paramount,Q17633526,Wikinews article
Q17874394,,Q17633526,Wikinews article
Q18043309,Star Trek,Q559618,fictional universe
Q18148973,Star Trek Continues,,
Q18348310,List of accolades received by Star Trek,Q13406463,Wikimedia list article
Q18754958,Star Trek: The God Thing,Q11424,film
Q19363864,List of accolades received by Star Trek Into Darkness,Q13406463,Wikimedia list article
Q19591214,Shirley Maiewski,Q5,human
Q19755890,Owen Paris,Q15632617,fictional human
Q19757410,Joe Carey,Q15632617,fictional human
Q20365342,Template:Infobox Star Trek race,Q11266439,Wikimedia template
Q1110,United Federation of Planets,Q14623646,fictional organization
Q16345,Leonard Nimoy,Q5,human
Q20098,Tricorder,,
Q22992,Chang,Q95074,fictional character
Q23031,Khan Noonien Singh,Q15632617,fictional human
Q108774,Star Trek: Deep Space Nine,Q5398426,television series
Q220652,Borg,,
Q221236,Star Trek: First Contact,Q11424,film
Q221305,Star Trek III: The Search for Spock,Q11424,film
Q344471,Star Trek,Q4167410,Wikimedia disambiguation page
Q370412,Elogium,Q1983062,episode
Q385831,Pavel Chekov,Q95074,fictional character
Q390014,Descent,Q1983062,episode
Q442453,Scarlett Pomers,Q5,human
Q472718,Star Trek: Phase II,,
Q477752,Rules of Acquisition,,
Q502062,Star Trek: Phase II,Q15416,television program
Q563525,Michael Okuda,Q5,human
Q602046,Cogenitor,Q1983062,episode
Q616755,Uhura,Q95074,fictional character
Q625731,Deanna Troi,Q6623809,fictional humanoid extraterrestrial
Q627820,Reginald Barclay,Q15632617,fictional human
Q646696,Star Trek: Legacy,Q7889,video game
Q678656,Star Trek: Armada II,Q7889,video game
Q722470,Yesterday's Enterprise,Q1983062,episode
Q747598,season 1 of Star Trek,Q3464665,television season
Q766141,Chakotay,Q15632617,fictional human
Q771940,Bat'leth,,
Q779234,Breen,Q1700422,extraterrestrial from Star Trek
Q794335,Beverly Crusher,Q95074,fictional character
Q832891,List of Starfleet starships ordered by class,Q13406463,Wikimedia list article
Q855448,List of Star Trek: Voyager episodes,Q13406463,Wikimedia list article
Q861673,First Flight,Q1983062,episode
Q861686,Bounty,Q1983062,episode
Q891149,Prime Directive,Q15416,television program
Q923148,Class M planet,Q15831596,fictional class
Q926323,Miri,Q1983062,episode
Q1051324,USS Enterprise,Q989888,Starship Enterprise
Q1070917,Maquis,Q15416,television program
Q1077950,Naomi Wildman,Q95074,fictional character
Q1082886,USS Excelsior,Q18533645,spacecraft in Star Trek
Q1087392,Phaser,Q15416,television program
Q1101459,Jonathan Archer,Q95074,fictional character
Q1102231,Hide and Q,Q1983062,episode
Q1216129,Neelix,Q95074,fictional character
Q1249325,Risa,Q2775969,fictional planet
Q1262613,Stardate,Q15416,television program
Q1287667,The Man Trap,Q1983062,episode
Q1339961,List of Star Trek: Enterprise episodes,Q13406463,Wikimedia list article
Q1613623,List of minor recurring characters in Star Trek: Enterprise,Q13406463,Wikimedia list article
Q1653324,Cosmicolor,Q482994,album
Q1738641,The Firm,Q215380,band
Q1860938,Fusion,Q1983062,episode
Q1967172,Rogue Planet,Q1983062,episode
Q1975616,Unexpected,Q1983062,episode
Q1976840,Time and Again,Q1983062,episode
Q2048512,MACO,Q15416,television program
Q2086809,Shockwave,Q1983062,episode
Q2122661,Dear Doctor,Q1983062,episode
Q2133397,Fallen Hero,Q1983062,episode
Q2213032,Sleeping Dogs,Q1983062,episode
Q2253638,Shields,,
Q2296714,list of Star Trek: The Animated Series episodes,Q13406463,Wikimedia list article
Q2302286,Memory Alpha,Q1659605,asteroids in fiction
Q2332518,Star Trek: Hidden Frontier,Q11424,film
Q2343095,,Q95074,fictional character
Q2361967,Borgia,,
Q2402314,A Night in Sickbay,Q1983062,episode
Q2413772,Star Trek: The Experience,Q15416,television program
Q2469115,These Are the Voyages...,Q1983062,episode
Q2479673,,Q95074,fictional character
Q2518402,List of weapons in Star Trek,Q13406463,Wikimedia list article
Q2528593,Rajiin,Q1983062,episode
Q2606256,Awakening,Q1983062,episode
Q2646751,Exile,Q1983062,episode
Q2659593,Charlie X,Q1983062,episode
Q2674495,Stigma,Q1983062,episode
Q2707157,Janice Rand,Q95074,fictional character
Q2743075,Impulse,Q1983062,episode
Q2798685,The Forge,Q1983062,episode
Q2836506,Dark Page,Q1983062,episode
Q2955489,Dawn,Q1983062,episode
Q2984502,The Enemy Within,Q1983062,episode
Q3007223,Culture of Star Trek,,
Q3060753,Carpenter Street,Q1983062,episode
Q3178411,Balance of Terror,Q1983062,episode
Q3231795,Lonely Among Us,Q1983062,episode
Q3275517,Ambassador class,Q18039177,fictional spacecraft class
Q3342685,Nog,Q95074,fictional character
Q3435698,Where No One Has Gone Before,Q1983062,episode
Q3440554,Rom,Q95074,fictional character
Q3441864,Time Squared,Q1983062,episode
Q3441905,The Child,Q1983062,episode
Q3444361,Loud as a Whisper,Q1983062,episode
Q3444382,The Outrageous Okona,Q1983062,episode
Q3468901,Season 4 of Star Trek: The Next Generation,Q3464665,television season
Q3469077,Season 7 of Star Trek: The Next Generation,Q3464665,television season
Q3487115,By Any Other Name,Q1983062,episode
Q3487125,A Taste of Armageddon,Q1983062,episode
Q3487395,Shore Leave,Q1983062,episode
Q3487426,Friday's Child,Q1983062,episode
Q3488452,For the World Is Hollow and I Have Touched the Sky,Q1983062,episode
Q3488816,The Changeling,Q1983062,episode
Q3488859,Errand of Mercy,Q1983062,episode
Q3488875,The Deadly Years,Q1983062,episode
Q3496861,Shades of Gray,Q1137046,Star Trek: The Next Generation episode
Q3506683,The Savage Curtain,Q1983062,episode
Q3506698,The Cloud Minders,Q1983062,episode
Q3507037,The Measure of a Man,Q1983062,episode
Q3507056,Past Prologue,Q1983062,episode
Q3507140,Emissary,Q1983062,episode
Q3511657,Unforgettable,Q1983062,episode
Q3514957,Rise,Q1983062,episode
Q3535952,Home,Q1983062,episode
Q3685480,Communicator,,
Q3772804,Denobulan,Q15416,television program
Q3822426,The Physics of Star Trek,Q571,book
Q3885647,Organian,,
Q3966372,Species of Star Trek: The Next Generation,Q15416,television program
Q3968319,Star Trek: Starfleet Command: Orion Pirates,Q7889,video game
Q4002110,USS Intrepid,Q18533645,spacecraft in Star Trek
Q4246734,Cultural influence of Star Trek,,
Q4394453,List of actors in Star Trek,Q13406463,Wikimedia list article
Q4660181,A Time to Stand,Q1983062,episode
Q4676506,Across the Universe,Q571,book
Q4689014,Affliction,Q1983062,episode
Q4690723,Afterimage,Q1983062,episode
Q4725701,Alice,Q1983062,episode
Q4731367,Allegiance,Q1983062,episode
Q4732489,Alliances,Q1983062,episode
Q4736275,Alter Ego,Q1983062,episode
Q4780087,Apocalypse Rising,Q1983062,episode
Q4817884,Attached,Q1983062,episode
Q4832296,Azati Prime,Q1983062,episode
Q4837696,Babel One,Q1983062,episode
Q4840668,Badda-Bing Badda-Bang,Q1983062,episode
Q4857904,Bar Association,Q1983062,episode
Q4867063,Basics,Q1983062,episode
Q4870070,Battle Lines,Q1983062,episode
Q4880854,Behind the Lines,Q1983062,episode
Q4883696,Belle Terre,Q571,book
Q4926829,Bliss,Q1983062,episode
Q4927610,Blood Fever,Q1983062,episode
Q5001844,Business as Usual,Q1983062,episode
Q5036491,Captain's Holiday,Q1983062,episode
Q5053018,Cathexis,Q1983062,episode
Q5097656,Child's Play,Q1983062,episode
Q5098503,Children of Time,Q1983062,episode
Q5106989,The Tholian Web,Q1983062,episode
Q5146129,Collective,Q1983062,episode
Q5174778,Cost of Living,Q1983062,episode
Q5208164,Daedalus,Q571,book
Q5211882,Damage,Q1983062,episode
Q5224065,Darmok,Q1983062,episode
Q5227090,Data's Day,Q1983062,episode
Q5251542,Defiant,Q1983062,episode
Q5251718,Space Seed,Q1983062,episode
Q5251725,Journey to Babel,Q1983062,episode
Q5252917,Tomorrow Is Yesterday,Q1983062,episode
Q5282919,Distant Voices,Q1983062,episode
Q5306226,Dreadnought,Q1983062,episode
Q5308319,Drone,Q1983062,episode
Q5368979,Emanations,Q1983062,episode
Q5380278,Enterprise,Q4176708,soundtrack album
Q5403445,Ethics,Q1983062,episode
Q5419170,Ex Post Facto,Q1983062,episode
Q5429820,Fair Haven,Q1983062,episode
Q5429920,Fair Trade,Q1983062,episode
Q5434517,Far Beyond the Stars,Q1983062,episode
Q5444067,Ferengi Love Songs,Q1983062,episode
Q5449415,Final Mission,Q1983062,episode
Q5509836,Fury,Q1983062,episode
Q5510597,Future's End,Q1983062,episode
Q5881753,Hollow Pursuits,Q1983062,episode
Q6007716,Improbable Cause,Q1983062,episode
Q6010490,In Purgatory's Shadow,Q1983062,episode
Q6012254,In the Hands of the Prophets,Q1983062,episode
Q6035948,Innocence,Q1983062,episode
Q6037663,Inside Man,Q1983062,episode
Q6090638,It's Only a Paper Moon,Q1983062,episode
Q6229761,Category:Star Trek episodes,Q4167836,Wikimedia category
Q6510101,Learning Curve,Q1983062,episode
Q6517221,Legacy,Q1983062,episode
Q6528723,Template:Infobox Star Trek character,Q11266439,Wikimedia template
Q6532683,Let He Who Is Without Sin...,Q1983062,episode
Q6598239,List of Star Trek episodes,Q13406463,Wikimedia list article
Q6598245,List of Star Trek production staff,Q13406463,Wikimedia list article
Q6598247,List of Star Trek script writers,Q13406463,Wikimedia list article
Q6598248,List of Star Trek regions of space,Q13406463,Wikimedia list article
Q6598249,List of Star Trek technical manuals,Q13406463,Wikimedia list article
Q6606900,List of awards and nominations received by Star Trek: Voyager,Q13406463,Wikimedia list article
Q6611907,List of comic books based on Star Trek: The Next Generation,Q13406463,Wikimedia list article
Q6646814,lists of Star Trek planets,Q13406463,Wikimedia list article
Q6666057,Template:Star Trek races,Q11266439,Wikimedia template
Q6693437,Lower Decks,Q1983062,episode
Q6815335,Memorial,Q1983062,episode
Q6914361,Mortal Coil,Q1983062,episode
Q6950089,Ménage à Troi,Q1983062,episode
Q6952563,The Klingon Dictionary,Q571,book
Q7050346,Seven of Nine,Q95074,fictional character
Q7075484,Observer Effect,Q1983062,episode
Q7091852,Once Upon a Time,Q1983062,episode
Q7093540,One of Our Planets Is Missing,Q1983062,episode
Q7155418,Category:Star Trek,Q4167836,Wikimedia category
Q7170394,Persistence of Vision,Q1983062,episode
Q7248298,Profit and Loss,Q1983062,episode
Q7265274,Q-Less,Q1983062,episode
Q7268179,Qpid,Q1983062,episode
Q7290476,Category:Star Trek: The Original Series,Q4167836,Wikimedia category
Q7294741,Rascals,Q1983062,episode
Q7312433,Renaissance Man,Q1983062,episode
Q7313969,Repentance,Q1983062,episode
Q7315598,Resistance,Q1983062,episode
Q7317056,Retrospect,Q1983062,episode
Q7318993,Revulsion,Q1983062,episode
Q7332445,Riddles,Q1983062,episode
Q7341051,list of Star Trek characters (N–S),Q13406463,Wikimedia list article
